payment_id,payment_number,invoice_id,payment_date,amount_paid,payment_method,reference_number,notes
PAY-00001330,PAY-00001330,INV-00002219,2024-07-22,1696.56,Credit Card,REF-754735,
PAY-00001331,PAY-00001331,INV-00002220,2024-10-15,262.0,Credit Card,REF-907527,
PAY-00001332,PAY-00001332,INV-00002222,2025-02-05,36.07,Wire Transfer,REF-466521,
PAY-00001333,PAY-00001333,INV-00002225,2023-09-23,559.4,Credit Card,REF-734962,
PAY-00001334,PAY-00001334,INV-00002226,2023-11-06,428.85,Cash,REF-289320,
PAY-00001335,PAY-00001335,INV-00002227,2024-12-04,888.6,ACH,REF-582198,
PAY-00001336,PAY-00001336,INV-00002231,2024-06-30,45.61,Check,REF-321946,
PAY-00001337,PAY-00001337,INV-00002234,2025-07-12,2444.28,ACH,REF-364444,
PAY-00001338,PAY-00001338,INV-00002235,2024-06-26,332.7,Wire Transfer,REF-944304,
PAY-00001339,PAY-00001339,INV-00002236,2024-05-16,54.08,ACH,REF-318661,
PAY-00001340,PAY-00001340,INV-00002239,2024-05-07,234.63,Cash,REF-832523,
PAY-00001341,PAY-00001341,INV-00002240,2023-12-25,40.9,ACH,REF-262641,
PAY-00001342,PAY-00001342,INV-00002241,2025-01-19,851.33,Cash,REF-273934,
PAY-00001343,PAY-00001343,INV-00002242,2025-07-08,1433.43,Credit Card,REF-364863,
PAY-00001344,PAY-00001344,INV-00002244,2024-04-16,85.66,Wire Transfer,REF-595830,
PAY-00001345,PAY-00001345,INV-00002245,2025-03-03,717.8,Cash,REF-851908,
PAY-00001346,PAY-00001346,INV-00002247,2023-12-20,1759.5,Cash,REF-710873,
PAY-00001347,PAY-00001347,INV-00002250,2023-11-08,41.46,Credit Card,REF-403758,
PAY-00001348,PAY-00001348,INV-00002251,2024-12-01,262.64,Credit Card,REF-609792,
PAY-00001349,PAY-00001349,INV-00002254,2024-12-20,11.41,Cash,REF-582639,
PAY-00001350,PAY-00001350,INV-00002255,2024-03-22,22.13,Check,REF-500092,
PAY-00001351,PAY-00001351,INV-00002256,2025-09-04,180.91,Check,REF-872937,
PAY-00001352,PAY-00001352,INV-00002257,2025-07-10,31.62,Wire Transfer,REF-137853,
PAY-00001353,PAY-00001353,INV-00002258,2024-09-24,401.87,Wire Transfer,REF-682053,
PAY-00001354,PAY-00001354,INV-00002259,2024-10-15,38.33,Credit Card,REF-733162,
PAY-00001355,PAY-00001355,INV-00002260,2025-06-13,1072.95,Cash,REF-441531,
PAY-00001356,PAY-00001356,INV-00002261,2023-12-17,694.66,Check,REF-455206,
PAY-00001357,PAY-00001357,INV-00002262,2024-04-28,717.5,ACH,REF-953508,
PAY-00001358,PAY-00001358,INV-00002263,2024-09-22,63.86,Check,REF-647858,
PAY-00001359,PAY-00001359,INV-00002264,2024-07-12,19.25,ACH,REF-746998,
PAY-00001360,PAY-00001360,INV-00002266,2025-05-03,112.8,Credit Card,REF-597485,
PAY-00001361,PAY-00001361,INV-00002268,2025-04-15,422.8,Cash,REF-136708,
PAY-00001362,PAY-00001362,INV-00002271,2025-07-10,4148.0,Check,REF-231115,
PAY-00001363,PAY-00001363,INV-00002272,2025-03-24,298.25,Wire Transfer,REF-394804,
PAY-00001364,PAY-00001364,INV-00002273,2024-12-07,77.94,Cash,REF-633817,
PAY-00001365,PAY-00001365,INV-00002277,2025-03-07,1914.75,Cash,REF-694616,
PAY-00001366,PAY-00001366,INV-00002278,2025-01-28,650.0,Cash,REF-263060,
PAY-00001367,PAY-00001367,INV-00002283,2024-01-03,4446.0,Cash,REF-220630,
PAY-00001368,PAY-00001368,INV-00002284,2023-10-25,6783.5,ACH,REF-209505,
PAY-00001369,PAY-00001369,INV-00002287,2025-06-14,1513.0,Cash,REF-129926,
PAY-00001370,PAY-00001370,INV-00002292,2023-08-24,7211.5,ACH,REF-628861,
PAY-00001371,PAY-00001371,INV-00002293,2024-06-20,981.0,Credit Card,REF-544091,
PAY-00001372,PAY-00001372,INV-00002294,2024-04-28,921.23,Credit Card,REF-551659,
PAY-00001373,PAY-00001373,INV-00002298,2024-02-16,554.22,Check,REF-775973,
PAY-00001374,PAY-00001374,INV-00002300,2025-01-11,37.85,Check,REF-358791,
PAY-00001375,PAY-00001375,INV-00002301,2023-10-15,2.95,Cash,REF-222420,
PAY-00001376,PAY-00001376,INV-00002302,2023-12-14,239.0,ACH,REF-159080,
PAY-00001377,PAY-00001377,INV-00002303,2025-01-02,554.59,ACH,REF-999001,
PAY-00001378,PAY-00001378,INV-00002305,2025-08-07,3782.5,ACH,REF-933191,
PAY-00001379,PAY-00001379,INV-00002306,2023-10-03,14.8,Credit Card,REF-209624,
PAY-00001380,PAY-00001380,INV-00002307,2024-11-24,43.6,Wire Transfer,REF-404446,
PAY-00001381,PAY-00001381,INV-00002308,2025-03-05,332.55,Wire Transfer,REF-543896,
PAY-00001382,PAY-00001382,INV-00002309,2025-02-27,180.5,Cash,REF-191029,
PAY-00001383,PAY-00001383,INV-00002312,2025-07-01,30.67,Credit Card,REF-586285,
PAY-00001384,PAY-00001384,INV-00002314,2025-06-15,247.1,Wire Transfer,REF-582593,
PAY-00001385,PAY-00001385,INV-00002316,2024-11-04,664.75,Cash,REF-805896,
PAY-00001386,PAY-00001386,INV-00002317,2024-05-16,27.9,Credit Card,REF-937155,
PAY-00001387,PAY-00001387,INV-00002318,2023-12-17,179.3,Wire Transfer,REF-883151,
PAY-00001388,PAY-00001388,INV-00002320,2024-11-25,765.9,Credit Card,REF-676982,
PAY-00001389,PAY-00001389,INV-00002321,2024-05-24,453.93,ACH,REF-453359,
PAY-00001390,PAY-00001390,INV-00002324,2024-02-01,101.45,Check,REF-839820,
PAY-00001391,PAY-00001391,INV-00002325,2025-03-04,88.53,Check,REF-442116,
PAY-00001392,PAY-00001392,INV-00002331,2024-04-01,3.19,Cash,REF-341298,
PAY-00001393,PAY-00001393,INV-00002332,2024-03-15,15691.0,Cash,REF-252425,
PAY-00001394,PAY-00001394,INV-00002333,2024-12-25,20.76,ACH,REF-571834,
PAY-00001395,PAY-00001395,INV-00002334,2025-03-23,265.67,Check,REF-410727,
PAY-00001396,PAY-00001396,INV-00002335,2025-01-23,76.9,Wire Transfer,REF-221540,
PAY-00001397,PAY-00001397,INV-00002336,2024-02-15,157.25,ACH,REF-539464,
PAY-00001398,PAY-00001398,INV-00002337,2024-03-19,2335.0,Wire Transfer,REF-156964,
PAY-00001399,PAY-00001399,INV-00002338,2025-06-22,1197.75,Credit Card,REF-968544,
PAY-00001400,PAY-00001400,INV-00002339,2024-05-30,98.8,Credit Card,REF-372907,
PAY-00001401,PAY-00001401,INV-00002340,2025-03-12,80.48,Cash,REF-878855,
PAY-00001402,PAY-00001402,INV-00002341,2025-03-01,4107.5,Wire Transfer,REF-165057,
PAY-00001403,PAY-00001403,INV-00002342,2025-07-25,166.44,ACH,REF-554100,
PAY-00001404,PAY-00001404,INV-00002344,2024-04-07,855.29,Credit Card,REF-708156,
PAY-00001405,PAY-00001405,INV-00002346,2024-07-28,3984.2,Check,REF-743346,
PAY-00001406,PAY-00001406,INV-00002347,2023-12-19,313.82,Wire Transfer,REF-550400,
PAY-00001407,PAY-00001407,INV-00002348,2024-07-06,4894.0,Check,REF-425744,
PAY-00001408,PAY-00001408,INV-00002349,2025-01-20,21.1,Credit Card,REF-582887,
PAY-00001409,PAY-00001409,INV-00002350,2024-05-12,20.37,ACH,REF-382745,
PAY-00001410,PAY-00001410,INV-00002353,2023-10-12,717.15,Credit Card,REF-571903,
PAY-00001411,PAY-00001411,INV-00002357,2024-11-20,1098.98,Credit Card,REF-910140,
PAY-00001412,PAY-00001412,INV-00002359,2024-07-08,152.47,ACH,REF-376262,
PAY-00001413,PAY-00001413,INV-00002360,2023-12-17,262.6,ACH,REF-717370,
PAY-00001414,PAY-00001414,INV-00002364,2025-07-04,398.85,Wire Transfer,REF-680572,
PAY-00001415,PAY-00001415,INV-00002365,2023-12-10,465.63,Wire Transfer,REF-292701,
PAY-00001416,PAY-00001416,INV-00002366,2024-04-12,112.4,Credit Card,REF-327284,
PAY-00001417,PAY-00001417,INV-00002368,2024-07-04,12.18,Credit Card,REF-234362,
PAY-00001418,PAY-00001418,INV-00002370,2023-08-19,789.82,ACH,REF-481983,
PAY-00001419,PAY-00001419,INV-00002371,2023-10-02,327.31,Cash,REF-971481,
PAY-00001420,PAY-00001420,INV-00002372,2023-12-14,855.0,ACH,REF-322291,
PAY-00001421,PAY-00001421,INV-00002375,2024-10-19,112.69,Check,REF-488789,
PAY-00001422,PAY-00001422,INV-00002379,2024-10-27,37.5,Cash,REF-697165,
PAY-00001423,PAY-00001423,INV-00002380,2024-03-02,2002.73,ACH,REF-165806,
PAY-00001424,PAY-00001424,INV-00002382,2024-03-24,4107.5,Credit Card,REF-249076,
PAY-00001425,PAY-00001425,INV-00002383,2024-01-29,30.62,Cash,REF-610575,
PAY-00001426,PAY-00001426,INV-00002384,2025-03-19,34.84,ACH,REF-859055,
PAY-00001427,PAY-00001427,INV-00002385,2023-12-06,276.5,ACH,REF-113132,
PAY-00001428,PAY-00001428,INV-00002386,2024-01-19,633.1,ACH,REF-281950,
PAY-00001429,PAY-00001429,INV-00002387,2025-05-31,18.54,Check,REF-296418,
PAY-00001430,PAY-00001430,INV-00002389,2024-12-18,387.75,ACH,REF-956576,
PAY-00001431,PAY-00001431,INV-00002396,2025-07-28,324.63,Cash,REF-550961,
PAY-00001432,PAY-00001432,INV-00002397,2023-07-30,8589.0,Credit Card,REF-550592,
PAY-00001433,PAY-00001433,INV-00002398,2025-04-14,4283.0,Cash,REF-591865,
PAY-00001434,PAY-00001434,INV-00002403,2024-04-20,926.2,Check,REF-683722,
PAY-00001435,PAY-00001435,INV-00002404,2023-09-15,74.0,ACH,REF-650597,
PAY-00001436,PAY-00001436,INV-00002405,2025-01-20,261.2,Cash,REF-832747,
PAY-00001437,PAY-00001437,INV-00002406,2025-05-15,713.73,Credit Card,REF-528174,
PAY-00001438,PAY-00001438,INV-00002407,2024-12-22,9.99,ACH,REF-651234,
PAY-00001439,PAY-00001439,INV-00002408,2024-01-02,458.4,Check,REF-320554,
PAY-00001440,PAY-00001440,INV-00002411,2024-05-25,283.9,Cash,REF-536350,
PAY-00001441,PAY-00001441,INV-00002412,2024-03-05,102.65,ACH,REF-728214,
PAY-00001442,PAY-00001442,INV-00002413,2024-10-02,45.51,Cash,REF-767190,
PAY-00001443,PAY-00001443,INV-00002414,2025-07-05,23.26,ACH,REF-985984,
PAY-00001444,PAY-00001444,INV-00002417,2025-03-12,3.3,ACH,REF-218549,
PAY-00001445,PAY-00001445,INV-00002418,2024-09-09,4463.5,Credit Card,REF-189786,
PAY-00001446,PAY-00001446,INV-00002419,2024-12-09,149.38,Check,REF-716884,
PAY-00001447,PAY-00001447,INV-00002420,2024-12-23,44.38,Cash,REF-151481,
PAY-00001448,PAY-00001448,INV-00002422,2025-06-08,999.58,Wire Transfer,REF-212030,
PAY-00001449,PAY-00001449,INV-00002423,2025-06-14,3.35,Wire Transfer,REF-439229,
PAY-00001450,PAY-00001450,INV-00002426,2025-07-20,7.67,Credit Card,REF-902133,
PAY-00001451,PAY-00001451,INV-00002427,2025-04-06,89.27,Cash,REF-366719,
PAY-00001452,PAY-00001452,INV-00002428,2024-04-05,2517.5,Cash,REF-171698,
PAY-00001453,PAY-00001453,INV-00002429,2024-03-25,586.29,Credit Card,REF-642944,
PAY-00001454,PAY-00001454,INV-00002430,2024-01-25,25.85,Cash,REF-769336,
PAY-00001455,PAY-00001455,INV-00002432,2024-12-06,309.3,Cash,REF-320589,
PAY-00001456,PAY-00001456,INV-00002433,2024-12-18,305.25,Credit Card,REF-236884,
PAY-00001457,PAY-00001457,INV-00002434,2025-04-08,1152.73,ACH,REF-405442,
PAY-00001458,PAY-00001458,INV-00002436,2024-07-20,125.29,Cash,REF-692578,
PAY-00001459,PAY-00001459,INV-00002439,2024-12-31,892.9,Cash,REF-310693,
PAY-00001460,PAY-00001460,INV-00002441,2024-06-05,63.06,Cash,REF-334297,
PAY-00001461,PAY-00001461,INV-00002442,2024-01-16,1909.4,Wire Transfer,REF-690214,
PAY-00001462,PAY-00001462,INV-00002444,2025-06-25,957.0,ACH,REF-728233,
PAY-00001463,PAY-00001463,INV-00002449,2025-03-18,261.89,Cash,REF-451789,
PAY-00001464,PAY-00001464,INV-00002450,2023-12-20,174.07,ACH,REF-650122,
PAY-00001465,PAY-00001465,INV-00002452,2024-08-15,71.0,Credit Card,REF-543521,
PAY-00001466,PAY-00001466,INV-00002454,2024-12-27,28.56,Cash,REF-806171,
PAY-00001467,PAY-00001467,INV-00002455,2025-08-04,3.85,Cash,REF-828972,
PAY-00001468,PAY-00001468,INV-00002458,2025-02-07,2309.5,Wire Transfer,REF-426318,
PAY-00001469,PAY-00001469,INV-00002460,2025-08-02,4107.5,Credit Card,REF-416683,
PAY-00001470,PAY-00001470,INV-00002462,2024-09-30,11.32,Check,REF-280772,
PAY-00001471,PAY-00001471,INV-00002463,2023-10-31,914.7,Wire Transfer,REF-321535,
PAY-00001472,PAY-00001472,INV-00002464,2023-11-18,10.27,ACH,REF-451431,
PAY-00001473,PAY-00001473,INV-00002468,2024-11-30,5796.25,Wire Transfer,REF-559113,
PAY-00001474,PAY-00001474,INV-00002469,2023-12-05,2.4,Wire Transfer,REF-829392,
PAY-00001475,PAY-00001475,INV-00002470,2025-01-10,510.31,Cash,REF-730723,
PAY-00001476,PAY-00001476,INV-00002471,2024-07-13,27.25,Check,REF-227378,
PAY-00001477,PAY-00001477,INV-00002474,2024-10-28,72.75,Check,REF-176329,
PAY-00001478,PAY-00001478,INV-00002475,2025-09-01,4789.56,Credit Card,REF-806887,
PAY-00001479,PAY-00001479,INV-00002481,2025-04-20,662.58,Cash,REF-646327,
PAY-00001480,PAY-00001480,INV-00002482,2025-02-26,5.56,Check,REF-827633,
PAY-00001481,PAY-00001481,INV-00002484,2024-10-12,903.16,Credit Card,REF-162350,
PAY-00001482,PAY-00001482,INV-00002487,2025-05-24,9.2,ACH,REF-998315,
PAY-00001483,PAY-00001483,INV-00002488,2024-06-25,347.62,Check,REF-158707,
PAY-00001484,PAY-00001484,INV-00002489,2023-12-29,1468.8,Cash,REF-640837,
PAY-00001485,PAY-00001485,INV-00002490,2025-07-01,361.6,Wire Transfer,REF-291943,
PAY-00001486,PAY-00001486,INV-00002491,2024-06-28,47.3,ACH,REF-173684,
PAY-00001487,PAY-00001487,INV-00002495,2024-07-10,247.21,Check,REF-301440,
PAY-00001488,PAY-00001488,INV-00002496,2023-10-09,54.9,Wire Transfer,REF-839966,
PAY-00001489,PAY-00001489,INV-00002497,2025-06-24,337.25,ACH,REF-428141,
PAY-00001490,PAY-00001490,INV-00002498,2025-02-21,1485.77,Cash,REF-132148,
PAY-00001491,PAY-00001491,INV-00002499,2023-11-10,443.5,ACH,REF-608801,
PAY-00001492,PAY-00001492,INV-00002501,2025-03-17,22.57,Wire Transfer,REF-357903,
PAY-00001493,PAY-00001493,INV-00002502,2024-05-21,187.95,Credit Card,REF-847893,
PAY-00001494,PAY-00001494,INV-00002504,2024-05-11,199.8,Credit Card,REF-491801,
PAY-00001495,PAY-00001495,INV-00002505,2023-10-25,354.24,Cash,REF-440036,
PAY-00001496,PAY-00001496,INV-00002506,2024-05-23,403.5,Check,REF-855814,
PAY-00001497,PAY-00001497,INV-00002507,2025-01-16,2657.6,Cash,REF-974927,
PAY-00001498,PAY-00001498,INV-00002508,2024-12-27,504.5,Wire Transfer,REF-220393,
PAY-00001499,PAY-00001499,INV-00002509,2024-05-28,97.88,Credit Card,REF-360885,
PAY-00001500,PAY-00001500,INV-00002512,2024-11-30,389.14,Cash,REF-831396,
PAY-00001501,PAY-00001501,INV-00002513,2025-01-18,1129.0,Check,REF-715650,
PAY-00001502,PAY-00001502,INV-00002515,2024-10-13,1609.6,ACH,REF-779643,
PAY-00001503,PAY-00001503,INV-00002517,2024-09-27,1778.4,Wire Transfer,REF-671444,
PAY-00001504,PAY-00001504,INV-00002518,2025-04-02,9.4,ACH,REF-660190,
PAY-00001505,PAY-00001505,INV-00002521,2023-10-09,459.94,ACH,REF-512902,
PAY-00001506,PAY-00001506,INV-00002522,2024-07-31,956.38,Cash,REF-783772,
PAY-00001507,PAY-00001507,INV-00002523,2024-05-18,77.7,Credit Card,REF-202810,
PAY-00001508,PAY-00001508,INV-00002524,2024-01-26,1467.14,ACH,REF-745542,
PAY-00001509,PAY-00001509,INV-00002525,2024-05-15,21.03,Cash,REF-903988,
PAY-00001510,PAY-00001510,INV-00002527,2024-10-10,329.5,Check,REF-574580,
PAY-00001511,PAY-00001511,INV-00002529,2025-01-30,1247.25,Wire Transfer,REF-314499,
PAY-00001512,PAY-00001512,INV-00002533,2023-09-11,1345.0,Check,REF-537675,
PAY-00001513,PAY-00001513,INV-00002535,2024-02-21,496.4,Wire Transfer,REF-407361,
PAY-00001514,PAY-00001514,INV-00002536,2025-02-06,1941.25,Cash,REF-253016,
PAY-00001515,PAY-00001515,INV-00002537,2025-01-11,218.72,Check,REF-666752,
PAY-00001516,PAY-00001516,INV-00002538,2024-10-20,31.84,ACH,REF-842282,
PAY-00001517,PAY-00001517,INV-00002539,2024-08-20,16.55,ACH,REF-919611,
PAY-00001518,PAY-00001518,INV-00002540,2024-09-22,21.2,ACH,REF-126548,
PAY-00001519,PAY-00001519,INV-00002541,2025-06-21,5.15,Check,REF-619775,
PAY-00001520,PAY-00001520,INV-00002545,2025-03-16,173.65,ACH,REF-455356,
PAY-00001521,PAY-00001521,INV-00002546,2023-12-06,18.7,ACH,REF-495932,
PAY-00001522,PAY-00001522,INV-00002547,2024-07-29,126.5,Wire Transfer,REF-378089,
PAY-00001523,PAY-00001523,INV-00002550,2023-11-21,489.2,Check,REF-816886,
PAY-00001524,PAY-00001524,INV-00002552,2024-04-28,138.45,Check,REF-389832,
PAY-00001525,PAY-00001525,INV-00002553,2023-11-23,474.38,Check,REF-876455,
PAY-00001526,PAY-00001526,INV-00002557,2025-04-03,51.35,Wire Transfer,REF-831718,
PAY-00001527,PAY-00001527,INV-00002559,2023-08-14,19.45,Cash,REF-904526,
PAY-00001528,PAY-00001528,INV-00002562,2023-08-12,997.42,Credit Card,REF-546248,
PAY-00001529,PAY-00001529,INV-00002563,2025-05-18,989.75,Credit Card,REF-780955,
PAY-00001530,PAY-00001530,INV-00002569,2023-08-13,2047.75,Wire Transfer,REF-603656,
PAY-00001531,PAY-00001531,INV-00002571,2024-12-16,1938.75,Credit Card,REF-965901,
PAY-00001532,PAY-00001532,INV-00002574,2024-09-06,2005.6,ACH,REF-930764,
PAY-00001533,PAY-00001533,INV-00002575,2024-10-22,372.4,Wire Transfer,REF-309738,
PAY-00001534,PAY-00001534,INV-00002576,2023-08-30,1044.01,Wire Transfer,REF-965541,
PAY-00001535,PAY-00001535,INV-00002577,2025-06-06,44.5,Check,REF-644105,
PAY-00001536,PAY-00001536,INV-00002578,2023-10-11,41.62,ACH,REF-794088,
PAY-00001537,PAY-00001537,INV-00002579,2025-06-27,736.71,ACH,REF-518223,
PAY-00001538,PAY-00001538,INV-00002583,2024-07-31,6038.92,Cash,REF-998182,
PAY-00001539,PAY-00001539,INV-00002585,2025-02-17,1302.3,Credit Card,REF-130802,
PAY-00001540,PAY-00001540,INV-00002587,2023-09-09,2163.06,Credit Card,REF-745472,
PAY-00001541,PAY-00001541,INV-00002588,2025-04-11,836.5,Cash,REF-971393,
PAY-00001542,PAY-00001542,INV-00002589,2025-06-30,205.4,ACH,REF-626308,
PAY-00001543,PAY-00001543,INV-00002590,2024-12-23,97.7,ACH,REF-269902,
PAY-00001544,PAY-00001544,INV-00002592,2025-07-01,518.3,Check,REF-216675,
PAY-00001545,PAY-00001545,INV-00002593,2025-04-15,86.6,Wire Transfer,REF-195925,
PAY-00001546,PAY-00001546,INV-00002594,2024-01-21,34.26,Wire Transfer,REF-534581,
PAY-00001547,PAY-00001547,INV-00002595,2024-07-02,1108.55,Check,REF-549787,
PAY-00001548,PAY-00001548,INV-00002596,2024-04-29,652.95,Check,REF-758183,
PAY-00001549,PAY-00001549,INV-00002597,2024-11-25,230.63,Cash,REF-780362,
PAY-00001550,PAY-00001550,INV-00002599,2024-06-25,10042.0,Check,REF-120713,
PAY-00001551,PAY-00001551,INV-00002600,2024-10-04,741.9,Check,REF-568984,
PAY-00001552,PAY-00001552,INV-00002601,2023-09-02,1098.03,ACH,REF-764247,
PAY-00001553,PAY-00001553,INV-00002603,2024-11-08,490.5,Cash,REF-106768,
PAY-00001554,PAY-00001554,INV-00002604,2025-09-28,440.2,Credit Card,REF-834676,
PAY-00001555,PAY-00001555,INV-00002605,2023-10-16,388.5,ACH,REF-883307,
PAY-00001556,PAY-00001556,INV-00002606,2024-09-02,760.99,Check,REF-857482,
PAY-00001557,PAY-00001557,INV-00002607,2024-07-27,2030.29,ACH,REF-733204,
PAY-00001558,PAY-00001558,INV-00002608,2024-06-13,12.99,Credit Card,REF-704953,
PAY-00001559,PAY-00001559,INV-00002611,2025-02-16,39.04,Wire Transfer,REF-701909,
PAY-00001560,PAY-00001560,INV-00002612,2024-01-16,194.1,Cash,REF-123447,
PAY-00001561,PAY-00001561,INV-00002613,2024-10-14,180.8,Credit Card,REF-608327,
PAY-00001562,PAY-00001562,INV-00002614,2024-10-08,67.05,Credit Card,REF-157536,
PAY-00001563,PAY-00001563,INV-00002615,2023-10-20,5816.25,ACH,REF-867677,
PAY-00001564,PAY-00001564,INV-00002616,2024-09-09,1078.54,ACH,REF-463349,
PAY-00001565,PAY-00001565,INV-00002617,2024-04-27,169.12,Check,REF-766097,
PAY-00001566,PAY-00001566,INV-00002619,2025-08-09,71.6,Wire Transfer,REF-304129,
PAY-00001567,PAY-00001567,INV-00002620,2024-06-22,74.04,Credit Card,REF-121785,
PAY-00001568,PAY-00001568,INV-00002621,2024-03-27,120.96,ACH,REF-513000,
PAY-00001569,PAY-00001569,INV-00002622,2023-07-16,174.47,Cash,REF-847521,
PAY-00001570,PAY-00001570,INV-00002625,2024-03-20,3.74,ACH,REF-720473,
PAY-00001571,PAY-00001571,INV-00002627,2025-02-14,990.95,ACH,REF-985540,
PAY-00001572,PAY-00001572,INV-00002629,2024-04-23,79.92,Cash,REF-491306,
PAY-00001573,PAY-00001573,INV-00002630,2024-09-14,41.42,ACH,REF-177884,
PAY-00001574,PAY-00001574,INV-00002631,2024-08-11,467.5,ACH,REF-437639,
PAY-00001575,PAY-00001575,INV-00002634,2024-03-23,1029.4,Credit Card,REF-222909,
PAY-00001576,PAY-00001576,INV-00002637,2024-07-03,238.84,Cash,REF-307242,
PAY-00001577,PAY-00001577,INV-00002640,2024-06-18,228.2,Cash,REF-360923,
PAY-00001578,PAY-00001578,INV-00002641,2025-03-13,65.54,Cash,REF-683368,
PAY-00001579,PAY-00001579,INV-00002642,2025-02-20,261.96,Wire Transfer,REF-405272,
PAY-00001580,PAY-00001580,INV-00002644,2024-08-04,218.6,Credit Card,REF-998616,
PAY-00001581,PAY-00001581,INV-00002645,2023-12-06,9.2,Cash,REF-223822,
PAY-00001582,PAY-00001582,INV-00002647,2025-02-26,114.4,Cash,REF-886445,
PAY-00001583,PAY-00001583,INV-00002648,2023-10-12,56.4,Check,REF-403112,
PAY-00001584,PAY-00001584,INV-00002649,2023-12-15,755.25,Credit Card,REF-971119,
PAY-00001585,PAY-00001585,INV-00002650,2024-01-22,297.31,ACH,REF-405766,
PAY-00001586,PAY-00001586,INV-00002651,2024-08-25,57.01,Cash,REF-203261,
PAY-00001587,PAY-00001587,INV-00002652,2024-12-25,245.4,Check,REF-473691,
PAY-00001588,PAY-00001588,INV-00002653,2024-06-16,113.14,ACH,REF-263126,
PAY-00001589,PAY-00001589,INV-00002654,2024-11-28,105.4,Wire Transfer,REF-525900,
PAY-00001590,PAY-00001590,INV-00002656,2024-10-01,12.07,ACH,REF-255120,
PAY-00001591,PAY-00001591,INV-00002658,2024-04-01,167.3,ACH,REF-591172,
PAY-00001592,PAY-00001592,INV-00002660,2025-04-27,38.82,Cash,REF-870450,
PAY-00001593,PAY-00001593,INV-00002661,2025-03-24,6.1,ACH,REF-841659,
PAY-00001594,PAY-00001594,INV-00002662,2023-10-13,1878.0,Wire Transfer,REF-607544,
PAY-00001595,PAY-00001595,INV-00002664,2024-04-29,45.45,ACH,REF-259496,
PAY-00001596,PAY-00001596,INV-00002667,2025-05-11,5.3,ACH,REF-820253,
PAY-00001597,PAY-00001597,INV-00002669,2025-01-24,1334.28,Cash,REF-497688,
PAY-00001598,PAY-00001598,INV-00002671,2025-01-30,1868.5,ACH,REF-488328,
PAY-00001599,PAY-00001599,INV-00002675,2025-01-12,3551.6,Wire Transfer,REF-343876,
PAY-00001600,PAY-00001600,INV-00002676,2024-05-24,102.17,Check,REF-600552,
PAY-00001601,PAY-00001601,INV-00002677,2023-09-04,7726.14,Cash,REF-306394,
PAY-00001602,PAY-00001602,INV-00002678,2023-11-11,346.88,Cash,REF-986112,
PAY-00001603,PAY-00001603,INV-00002679,2025-05-21,202.35,Credit Card,REF-570953,
PAY-00001604,PAY-00001604,INV-00002682,2024-08-04,168.66,Wire Transfer,REF-971193,
PAY-00001605,PAY-00001605,INV-00002684,2023-09-03,10.6,Cash,REF-187354,
PAY-00001606,PAY-00001606,INV-00002686,2023-12-27,3335.15,Cash,REF-395734,
PAY-00001607,PAY-00001607,INV-00002687,2024-03-11,2803.5,Wire Transfer,REF-230762,
PAY-00001608,PAY-00001608,INV-00002688,2024-12-18,1738.44,Check,REF-515744,
PAY-00001609,PAY-00001609,INV-00002693,2025-05-23,1433.2,ACH,REF-267780,
PAY-00001610,PAY-00001610,INV-00002696,2023-12-03,224.2,Cash,REF-633277,
PAY-00001611,PAY-00001611,INV-00002697,2024-09-12,340.78,Credit Card,REF-578365,
PAY-00001612,PAY-00001612,INV-00002699,2024-10-02,3401.5,Cash,REF-740795,
PAY-00001613,PAY-00001613,INV-00002700,2024-06-19,35.65,Check,REF-941696,
PAY-00001614,PAY-00001614,INV-00002701,2025-03-01,89.37,Cash,REF-111775,
PAY-00001615,PAY-00001615,INV-00002702,2024-01-17,963.4,Credit Card,REF-378565,
PAY-00001616,PAY-00001616,INV-00002704,2024-07-23,553.58,Cash,REF-265191,
PAY-00001617,PAY-00001617,INV-00002705,2024-03-10,13.43,Check,REF-801043,
PAY-00001618,PAY-00001618,INV-00002706,2023-12-24,109.26,Credit Card,REF-673061,
